Interval=	0.00025 s
ExcelDateTime=	4.4825404700274565e+004	2022-09-21 9:42:46.103723
TimeFormat=	StartOfBlock
DateFormat=	
ChannelTitle=	Raw EMG 1	RMS EMG
Range=	10.000 mV	42.46 V
0.02375	0.088125	12.63405
0.024	0.083125	12.64092
0.02425	0.0765625	12.64773
0.0245	0.074375	12.65449
0.02475	0.0740625	12.66124
0.025	0.075625	12.66797
0.02525	0.0790625	12.67468
0.0255	0.08375	12.68135
0.02575	0.095625	12.68797
0.026	0.1134375	12.69448
0.02625	0.1309375	12.7008
0.0265	0.139375	12.70685
0.02675	0.1471875	12.71257
0.027	0.1465625	12.71793
0.02725	0.1196875	12.72293
0.0275	0.06125	12.72771
0.02775	-0.05375	12.73248
0.028	-0.1803125	12.73726
0.02825	-0.2703125	12.74147
0.0285	-0.3640625	12.74433
0.02875	-0.454375	12.74469
0.029	-0.4728125	12.74111
0.02925	-0.385625	12.73326
0.0295	-0.2453125	12.72259
0.02975	-0.124375	12.7108
0.03	-0.0525	12.69878
0.03025	-0.0575	12.68675
0.0305	-0.1153125	12.67472
0.03075	-0.1665625	12.66248
0.031	-0.1746875	12.64976
0.03125	-0.1459375	12.63649
0.0315	-0.100625	12.62287
0.03175	-0.0525	12.60909
0.032	0.0134375	12.59532
0.03225	0.0796875	12.58161
0.0325	0.1396875	12.56782
0.03275	0.1984375	12.55371
0.033	0.2396875	12.53888
0.03325	0.2734375	12.52297
0.0335	0.288125	12.50563
0.03375	0.28625	12.48671
0.034	0.2725	12.46621
0.03425	0.2496875	12.44428
0.0345	0.2175	12.42115
0.03475	0.18375	12.3971
0.035	0.1503125	12.37238
0.03525	0.123125	12.34721
0.0355	0.1078125	12.32174
0.03575	0.09	12.29602
0.036	0.0815625	12.27013
0.03625	0.08125	12.2441
0.0365	0.0903125	12.21792
0.03675	0.1071875	12.19157
0.037	0.11875	12.16497
0.03725	0.1234375	12.13808
0.0375	0.1234375	12.11087
0.03775	0.1221875	12.08334
0.038	0.115625	12.0555
0.03825	0.0975	12.02738
0.0385	0.0828125	11.99905
0.03875	0.0825	11.97059
0.039	0.0840625	11.94197
0.03925	0.08375	11.9132
0.0395	0.0746875	11.88429
0.03975	0.054375	11.85527
0.04	0.029375	11.82618
0.04025	0.003125	11.79707
0.0405	-0.010625	11.76796
0.04075	-0.00625	11.73885
0.041	0.00375	11.70972
0.04125	0.03	11.68061
0.0415	0.0525	11.65147
0.04175	0.0678125	11.6223
0.042	0.08125	11.59304
0.04225	0.0903125	11.56365
0.0425	0.11875	11.5341
0.04275	0.1365625	11.50425
0.043	0.1478125	11.474
0.04325	0.1453125	11.44328
0.0435	0.13125	11.41207
0.04375	0.1246875	11.38048
0.044	0.1225	11.34853
0.04425	0.1159375	11.31622
0.0445	0.0990625	11.2836
0.04475	0.075625	11.25073
0.045	0.058125	11.21772
0.04525	0.0546875	11.1846
0.0455	0.0621875	11.15141
0.04575	0.0734375	11.11812
0.046	0.0909375	11.0847
0.04625	0.09875	11.05109
0.0465	0.085	11.01725
0.04675	0.051875	10.98325
0.047	0.018125	10.94918
0.04725	-0.01125	10.91509
0.0475	-0.03875	10.88098
0.04775	-0.051875	10.84683
0.048	-0.0496875	10.81258
0.04825	-0.0271875	10.77826
0.0485	0.01875	10.74388
0.04875	0.0765625	10.70947
0.049	0.1321875	10.67489
0.04925	0.161875	10.63986
0.0495	0.17375	10.60417
0.04975	0.1684375	10.56773
0.05	0.1496875	10.53057
0.05025	0.14125	10.49282
0.0505	0.1428125	10.45456
0.05075	0.1403125	10.41678
0.051	0.13125	10.37939
0.05125	0.12	10.3546
0.0515	0.1103125	10.33073
0.05175	0.1028125	10.30655
0.052	0.0965625	10.28213
0.05225	0.0975	10.25749
0.0525	0.0959375	10.23264
0.05275	0.0909375	10.2076
0.053	0.0878125	10.18241
0.05325	0.083125	10.15708
0.0535	0.081875	10.13166
0.05375	0.0796875	10.10612
0.054	0.0759375	10.08045
0.05425	0.074375	10.05466
0.0545	0.0721875	10.02873
0.05475	0.0715625	10.00266
0.055	0.0703125	9.97644
0.05525	0.0684375	9.950071
0.0555	0.0696875	9.92356
0.05575	0.0696875	9.896902
0.056	0.0675	9.870115
0.05625	0.07	9.843225
0.0565	0.0690625	9.816237
0.05675	0.06875	9.789172
0.057	0.0675	9.762025
0.05725	0.0671875	9.734791
0.0575	0.0703125	9.707466
0.05775	0.066875	9.680029
0.058	0.0678125	9.652486
0.05825	0.0690625	9.624821
0.0585	0.06625	9.597025
0.05875	0.06875	9.56912
0.059	0.07	9.5411
0.05925	0.06625	9.512973
0.0595	0.0690625	9.484776
0.05975	0.06875	9.456506
0.06	0.07125	9.428179
0.06025	0.07125	9.399796
0.0605	0.0715625	9.37136
0.06075	0.0734375	9.342868
0.061	0.07125	9.314311
0.06125	0.0734375	9.285709
0.0615	0.0740625	9.257056
0.06175	0.0725	9.228339
0.062	0.0725	9.199569
0.06225	0.0690625	9.170739
0.0625	0.07	9.141851
0.06275	0.0684375	9.1129
0.063	0.066875	9.083887
0.06325	0.068125	9.054819
0.0635	0.07125	9.025685
0.06375	0.0690625	8.99647
0.064	0.0715625	8.967181
0.06425	0.0675	8.937807
0.0645	0.0659375	8.908364
0.06475	0.06625	8.878866
0.065	0.0634375	8.849304
0.06525	0.0640625	8.819703
0.0655	0.0621875	8.790066
0.06575	0.0609375	8.760397
0.066	0.0640625	8.730689
0.06625	0.0596875	8.700908
0.0665	0.0596875	8.671061
0.06675	0.0578125	8.641126
0.067	0.0553125	8.611097
0.06725	0.0565625	8.580984
0.0675	0.056875	8.55077
0.06775	0.055625	8.520453
0.068	0.0546875	8.490034
0.06825	0.0521875	8.459505
0.0685	0.0546875	8.428865
0.06875	0.053125	8.398096
0.069	0.050625	8.367203
0.06925	0.051875	8.336192
0.0695	0.049375	8.305046
0.06975	0.0503125	8.273763
0.07	0.05125	8.242336
0.07025	0.0503125	8.210765
0.0705	0.0515625	8.179067
0.07075	0.050625	8.147247
0.071	0.050625	8.115286
0.07125	0.0496875	8.083152
0.0715	0.0478125	8.050825
0.07175	0.0521875	8.01832
0.072	0.050625	7.985668
0.07225	0.050625	7.952948
0.0725	0.0525	7.920237
0.07275	0.0534375	7.88758
0.073	0.0534375	7.855034
0.07325	0.0521875	7.822621
0.0735	0.0521875	7.790321
0.07375	0.05625	7.758095
0.074	0.0553125	7.725875
0.07425	0.0578125	7.69364
0.0745	0.0596875	7.661368
0.07475	0.0590625	7.629021
0.075	0.0615625	7.596597
0.07525	0.0615625	7.56408
0.0755	0.0609375	7.531468
0.07575	0.063125	7.498779
0.076	0.0634375	7.466015
0.07625	0.066875	7.433211
0.0765	0.065625	7.40041
0.07675	0.0640625	7.367685
0.077	0.0659375	7.335083
0.07725	0.0659375	7.302635
0.0775	0.0671875	7.270345
0.07775	0.0678125	7.238087
0.078	0.065625	7.205673
0.07825	0.0659375	7.173102
0.0785	0.0696875	7.14088
0.07875	0.0690625	7.109707
0.079	0.0696875	7.080641
0.07925	0.0678125	7.054997
0.0795	0.07	7.033127
0.07975	0.06875	7.013726
0.08	0.068125	6.995255
0.08025	0.069375	6.976936
0.0805	0.0675	6.958538
0.08075	0.0684375	6.940077
0.081	0.0684375	6.92172
0.08125	0.0653125	6.90372
0.0815	0.0671875	6.886146
0.08175	0.0646875	6.868822
0.082	0.0653125	6.851556
0.08225	0.0646875	6.834212
0.0825	0.06125	6.816738
0.08275	0.061875	6.799265
0.083	0.0634375	6.782029
0.08325	0.060625	6.765389
0.0835	0.06	6.749685
0.08375	0.05875	6.735239
0.084	0.06	6.72222
0.08425	0.0565625	6.710607
0.0845	0.055625	6.700282
0.08475	0.0584375	6.691029
0.085	0.055625	6.682564
0.08525	0.0540625	6.674648
0.0855	0.0575	6.667085
0.08575	0.055	6.659727
0.086	0.0571875	6.652521
0.08625	0.0584375	6.645386
0.0865	0.055625	6.638286
0.08675	0.0534375	6.63123
0.087	0.0546875	6.624255
0.08725	0.055625	6.617423
0.0875	0.0540625	6.610778
0.08775	0.053125	6.604346
0.088	0.0575	6.598134
0.08825	0.056875	6.592119
0.0885	0.0565625	6.586279
0.08875	0.0590625	6.580549
0.089	0.0553125	6.574863
0.08925	0.056875	6.569242
0.0895	0.0571875	6.563683
0.08975	0.0578125	6.558181
0.09	0.0584375	6.552714
0.09025	0.05875	6.547228
0.0905	0.06125	6.541687
0.09075	0.0609375	6.536063
0.091	0.059375	6.530359
0.09125	0.0640625	6.524588
0.0915	0.063125	6.518721
0.09175	0.0665625	6.512785
0.092	0.0675	6.506801
0.09225	0.0684375	6.500792
0.0925	0.069375	6.494801
0.09275	0.0703125	6.488855
0.093	0.070625	6.483064
0.09325	0.071875	6.477521
0.0935	0.0678125	6.47227
0.09375	0.070625	6.467329
0.094	0.070625	6.462612
0.09425	0.07	6.458092
0.0945	0.0725	6.453761
0.09475	0.0728125	6.449575
0.095	0.0709375	6.445462
0.09525	0.071875	6.441359
0.0955	0.0696875	6.437205
0.09575	0.071875	6.433015
0.096	0.07125	6.428785
0.09625	0.069375	6.424546
0.0965	0.0715625	6.420369
0.09675	0.0734375	6.41626
0.097	0.0728125	6.412165
0.09725	0.0721875	6.407999
0.0975	0.0709375	6.403717
0.09775	0.071875	6.399318
0.098	0.07	6.394823
0.09825	0.0703125	6.390267
0.0985	0.06875	6.385638
0.09875	0.06625	6.380899
0.099	0.0678125	6.376062
0.09925	0.0634375	6.371217
0.0995	0.063125	6.366609
0.09975	0.0625	6.362407
0.1	0.0640625	6.358691
0.10025	0.0628125	6.355421
0.1005	0.063125	6.352484
0.10075	0.0609375	6.349826
0.101	0.0615625	6.347473
0.10125	0.058125	6.3454
0.1015	0.0584375	6.343577
0.10175	0.0578125	6.341946
0.102	0.0559375	6.340469
0.10225	0.05625	6.339118
0.1025	0.058125	6.337873
0.10275	0.055625	6.336727
0.103	0.0565625	6.335686
0.10325	0.054375	6.334725
0.1035	0.0546875	6.333845
0.10375	0.0534375	6.333025
0.104	0.0509375	6.332266
0.10425	0.0540625	6.331576
0.1045	0.0534375	6.330927
0.10475	0.0540625	6.330317
0.105	0.0540625	6.329739
0.10525	0.0525	6.32919
0.1055	0.0540625	6.328681
0.10575	0.055	6.328192
0.106	0.0546875	6.32773
0.10625	0.0559375	6.327299
0.1065	0.0565625	6.326889
0.10675	0.0603125	6.326507
0.107	0.0640625	6.326137
0.10725	0.065	6.325755
0.1075	0.0678125	6.325361
0.10775	0.0684375	6.324944
0.108	0.0696875	6.324511
0.10825	0.0690625	6.324046
0.1085	0.0671875	6.323554
0.10875	0.0709375	6.323049
0.109	0.066875	6.3225
0.10925	0.06375	6.321944
0.1095	0.0671875	6.321405
0.10975	0.0653125	6.320848
0.11	0.065625	6.320299
0.11025	0.0678125	6.319753
0.1105	0.0671875	6.319208
0.11075	0.06875	6.318667
0.111	0.06625	6.318117
0.11125	0.070625	6.317585
0.1115	0.074375	6.317044
0.11175	0.0740625	6.316474
0.112	0.08	6.315881
0.11225	0.0815625	6.315225
0.1125	0.0803125	6.314497
0.11275	0.0790625	6.3137
0.113	0.075625	6.312831
0.11325	0.075	6.311912
0.1135	0.071875	6.310938
0.11375	0.0678125	6.309933
0.114	0.0690625	6.308923
0.11425	0.065	6.307885
0.1145	0.0659375	6.306847
0.11475	0.0671875	6.305796
0.115	0.0640625	6.304713
0.11525	0.0659375	6.303615
0.1155	0.0659375	6.302485
0.11575	0.0665625	6.301321
0.116	0.0675	6.300112
0.11625	0.0675	6.298846
0.1165	0.0709375	6.297533
0.11675	0.068125	6.296137
0.117	0.064375	6.294673
0.11725	0.0665625	6.293162
0.1175	0.0640625	6.291575
0.11775	0.0665625	6.289934
0.118	0.068125	6.288227
0.11825	0.0696875	6.286439
0.1185	0.071875	6.284559
0.11875	0.0678125	6.282564
0.119	0.06875	6.280483
0.11925	0.0703125	6.27831
0.1195	0.0625	6.276024
0.11975	0.06	6.273674
0.12	0.0565625	6.271261
0.12025	0.050625	6.268807
0.1205	0.048125	6.266336
0.12075	0.0428125	6.263856
0.121	0.039375	6.261388
0.12125	0.0346875	6.258943
0.1215	0.0265625	6.256536
0.12175	0.0271875	6.254187
0.122	0.0284375	6.251891
0.12225	0.0315625	6.249658
0.1225	0.04	6.247479
0.12275	0.0459375	6.24533
0.123	0.0528125	6.243199
0.12325	0.0628125	6.241064
0.1235	0.0696875	6.238876
0.12375	0.075	6.236602
0.124	0.0746875	6.234207
0.12425	0.07625	6.231708
0.1245	0.0759375	6.229092
0.12475	0.071875	6.226367
0.125	0.071875	6.22357
0.12525	0.0696875	6.220697
0.1255	0.06875	6.21777
0.12575	0.0709375	6.214798
0.126	0.0709375	6.211763
0.12625	0.0721875	6.208679
0.1265	0.070625	6.205541
0.12675	0.0684375	6.20236
0.127	0.0684375	6.199153
0.12725	0.0684375	6.195916
0.1275	0.0709375	6.192651
0.12775	0.070625	6.189348
0.128	0.0690625	6.186007
0.12825	0.0715625	6.182649
0.1285	0.0703125	6.179251
0.12875	0.0725	6.175824
0.129	0.0734375	6.172369
0.12925	0.07125	6.168865
0.1295	0.073125	6.165334
0.12975	0.0703125	6.161755
0.13	0.069375	6.158155
0.13025	0.071875	6.154529
0.1305	0.0715625	6.150856
0.13075	0.07125	6.147142
0.131	0.0671875	6.143386
0.13125	0.0659375	6.139603
0.1315	0.0659375	6.135802
0.13175	0.0634375	6.131972
0.132	0.0625	6.128127
0.13225	0.0628125	6.124266
0.1325	0.0584375	6.12038
0.13275	0.0603125	6.116495
0.133	0.060625	6.112585
0.13325	0.06	6.108653
0.1335	0.05625	6.104702
0.13375	0.0540625	6.100736
0.134	0.055	6.096766
0.13425	0.054375	6.092786
0.1345	0.0528125	6.088798
0.13475	0.0534375	6.0848
0.135	0.051875	6.080786
0.13525	0.0509375	6.076767
0.1355	0.0521875	6.072737
0.13575	0.054375	6.068689
0.136	0.055625	6.064625
0.13625	0.051875	6.060529
0.1365	0.04875	6.05642
0.13675	0.049375	6.052318
0.137	0.0478125	6.048215
0.13725	0.0496875	6.044115
0.1375	0.0496875	6.040012
0.13775	0.04875	6.035911
0.138	0.0490625	6.031808
0.13825	0.050625	6.027699
0.1385	0.05125	6.023592
0.13875	0.055	6.019479
0.139	0.053125	6.015338
0.13925	0.0540625	6.011196
0.1395	0.054375	6.00704
0.13975	0.05375	6.00287
0.14	0.0559375	5.998696
0.14025	0.0559375	5.994507
0.1405	0.0578125	5.99031
0.14075	0.0578125	5.986098
0.141	0.058125	5.981876
0.14125	0.0609375	5.97765
0.1415	0.0590625	5.973397
0.14175	0.0603125	5.969151
0.142	0.0625	5.964903
0.14225	0.059375	5.960643
0.1425	0.063125	5.956394
0.14275	0.0634375	5.952145
0.143	0.065625	5.947897
0.14325	0.066875	5.943646
0.1435	0.0640625	5.939383
0.14375	0.066875	5.935124
0.144	0.068125	5.93085
0.14425	0.0696875	5.926557
0.1445	0.0696875	5.922243
0.14475	0.0684375	5.9179
0.145	0.0696875	5.913546
0.14525	0.07	5.909178
0.1455	0.0671875	5.904783
0.14575	0.0703125	5.900383
0.146	0.0675	5.895953
0.14625	0.0671875	5.891509
0.1465	0.0678125	5.887056
0.14675	0.0646875	5.882585
0.147	0.0665625	5.878113
0.14725	0.06625	5.873627
0.1475	0.0646875	5.869126
0.14775	0.0640625	5.864625
0.148	0.0628125	5.860114
0.14825	0.0646875	5.855603
0.1485	0.06125	5.851078
0.14875	0.0575	5.846548
0.149	0.0590625	5.842031
0.14925	0.0565625	5.837506
0.1495	0.0534375	5.832988
0.14975	0.05375	5.828483
0.15	0.0521875	5.823978
0.15025	0.0534375	5.819483
0.1505	0.050625	5.814996
0.15075	0.0503125	5.810523
0.151	0.05125	5.806065
0.15125	0.0484375	5.801608
0.1515	0.0484375	5.797167
0.15175	0.0490625	5.79274
0.152	0.0478125	5.788317
0.15225	0.0478125	5.783908
0.1525	0.048125	5.7795
0.15275	0.04875	5.775096
0.153	0.0490625	5.770698
0.15325	0.0471875	5.766291
0.1535	0.048125	5.761891
0.15375	0.046875	5.75749
0.154	0.0459375	5.753093
0.15425	0.0490625	5.748706
0.1545	0.04625	5.744308
0.15475	0.046875	5.739915
0.155	0.0471875	5.73553
0.15525	0.0478125	5.731152
0.1555	0.0503125	5.726785
0.15575	0.0475	5.722414
0.156	0.0503125	5.718052
0.15625	0.0525	5.713699
0.1565	0.0525	5.70934
0.15675	0.054375	5.704983
0.157	0.0553125	5.70062
0.15725	0.05375	5.69626
0.1575	0.0575	5.691921
0.15775	0.0590625	5.687585
0.158	0.06	5.683253
0.15825	0.0603125	5.67892
0.1585	0.0596875	5.674584
0.15875	0.0590625	5.670255
0.159	0.0596875	5.665929
0.15925	0.0621875	5.66162
0.1595	0.0634375	5.657305
0.15975	0.06125	5.652969
0.16	0.0646875	5.648636
0.16025	0.0634375	5.644286
0.1605	0.0646875	5.639931
0.16075	0.064375	5.63557
0.161	0.0621875	5.631199
0.16125	0.0659375	5.626842
0.1615	0.0665625	5.622476
0.16175	0.0646875	5.618106
0.162	0.0653125	5.613749
0.16225	0.06625	5.609405
0.1625	0.0665625	5.605087
0.16275	0.066875	5.600793
0.163	0.0640625	5.596518
0.16325	0.0634375	5.592274
0.1635	0.064375	5.588053
0.16375	0.0634375	5.583848
0.164	0.0621875	5.579655
0.16425	0.0584375	5.575455
0.1645	0.0575	5.571277
0.16475	0.0590625	5.567114
0.165	0.0553125	5.562957
0.16525	0.055	5.558821
0.1655	0.055625	5.554695
0.16575	0.05375	5.550579
0.166	0.051875	5.546483
0.16625	0.05	5.54241
0.1665	0.05125	5.538378
0.16675	0.0478125	5.53438
0.167	0.0475	5.53044
0.16725	0.0509375	5.526545
0.1675	0.0453125	5.522668
0.16775	0.046875	5.518837
0.168	0.0478125	5.515042
0.16825	0.0453125	5.511285
0.1685	0.04625	5.507583
0.16875	0.0428125	5.503933
0.169	0.043125	5.500352
0.16925	0.04375	5.496826
0.1695	0.041875	5.493353
0.16975	0.0428125	5.489944
0.17	0.0409375	5.486573
0.17025	0.041875	5.48324
0.1705	0.0421875	5.479934
0.17075	0.04	5.476634
0.171	0.04125	5.473348
0.17125	0.0425	5.470056
0.1715	0.041875	5.466752
0.17175	0.0440625	5.463435
0.172	0.04375	5.460087
0.17225	0.0459375	5.456711
0.1725	0.0475	5.453305
0.17275	0.0453125	5.449865
0.173	0.05	5.446411
0.17325	0.05	5.44294
0.1735	0.0496875	5.43947
0.17375	0.0515625	5.436034
0.174	0.0503125	5.432643
0.17425	0.0521875	5.42933
0.1745	0.0521875	5.42609
0.17475	0.053125	5.422926
0.175	0.0565625	5.419827
0.17525	0.0553125	5.416763
0.1755	0.0578125	5.413741
0.17575	0.0578125	5.41074
0.176	0.058125	5.407755
0.17625	0.060625	5.404798
0.1765	0.0609375	5.401853
0.17675	0.0590625	5.398919
0.177	0.061875	5.396001
0.17725	0.0615625	5.393075
0.1775	0.0615625	5.390145
0.17775	0.061875	5.387212
0.178	0.0609375	5.384276
0.17825	0.064375	5.381344
0.1785	0.0634375	5.378395
0.17875	0.065	5.37545
0.179	0.0653125	5.372502
0.17925	0.06125	5.369557
0.1795	0.0634375	5.366653
0.17975	0.0621875	5.363777
0.18	0.0625	5.36094
0.18025	0.061875	5.358136
0.1805	0.0584375	5.355359
0.18075	0.0590625	5.352636
0.181	0.060625	5.349956
0.18125	0.0553125	5.347309
0.1815	0.0578125	5.344714
0.18175	0.054375	5.342148
0.182	0.055	5.339631
0.18225	0.0534375	5.337145
0.1825	0.0515625	5.334691
0.18275	0.051875	5.332278
0.183	0.0496875	5.32989
0.18325	0.0503125	5.32753
0.1835	0.0490625	5.325193
0.18375	0.0446875	5.322878
0.184	0.0465625	5.320589
0.18425	0.0471875	5.318309
0.1845	0.0459375	5.316035
0.18475	0.044375	5.313773
0.185	0.0440625	5.311525
0.18525	0.04375	5.309297
0.1855	0.040625	5.307091
0.18575	0.0421875	5.304917
0.186	0.0440625	5.302769
0.18625	0.0415625	5.300644
0.1865	0.04	5.298549
0.18675	0.0428125	5.29648
0.187	0.0434375	5.294422
0.18725	0.044375	5.29237
0.1875	0.045	5.290316
0.18775	0.0440625	5.288259
0.188	0.04375	5.286216
0.18825	0.0434375	5.284187
0.1885	0.0446875	5.282168
0.18875	0.043125	5.28015
0.189	0.0415625	5.278129
0.18925	0.0465625	5.276125
0.1895	0.0465625	5.274117
0.18975	0.0478125	5.272125
0.19	0.04875	5.270161
0.19025	0.0484375	5.268223
0.1905	0.050625	5.266329
0.19075	0.0515625	5.264466
0.191	0.051875	5.26263
0.19125	0.0534375	5.260818
0.1915	0.053125	5.25902
0.19175	0.0578125	5.257245
0.192	0.0578125	5.255464
0.19225	0.054375	5.253682
0.1925	0.0559375	5.251929
0.19275	0.05875	5.250189
0.193	0.05875	5.248463
0.19325	0.060625	5.246757
0.1935	0.05875	5.245068
0.19375	0.0590625	5.243411
0.194	0.060625	5.241778
0.19425	0.06	5.240175
0.1945	0.0621875	5.238603
0.19475	0.059375	5.237047
0.195	0.0615625	5.235528
0.19525	0.0625	5.234027
0.1955	0.06	5.232538
0.19575	0.0615625	5.231081
0.196	0.06125	5.229645
0.19625	0.0584375	5.228237
0.1965	0.06125	5.226873
0.19675	0.06	5.225552
0.197	0.0584375	5.224299
0.19725	0.054375	5.223107
0.1975	0.0540625	5.222004
0.19775	0.0571875	5.220985
0.198	0.0540625	5.220025
0.19825	0.054375	5.219147
0.1985	0.05375	5.218354
0.19875	0.05	5.217657
0.199	0.0515625	5.217059
0.19925	0.0484375	5.216516
0.1995	0.0490625	5.216009
0.19975	0.0484375	5.215499
0.2	0.0453125	5.214958
0.20025	0.0459375	5.21439
0.2005	0.04625	5.213786
0.20075	0.044375	5.213159
0.201	0.045	5.212512
0.20125	0.04125	5.211851
0.2015	0.04375	5.211192
0.20175	0.044375	5.210503
0.202	0.0434375	5.209777
0.20225	0.04375	5.209022
0.2025	0.041875	5.208245
0.20275	0.041875	5.20746
0.203	0.041875	5.206689
0.20325	0.0396875	5.205948
0.2035	0.04125	5.205283
0.20375	0.0421875	5.204704
0.204	0.0415625	5.204256
0.20425	0.0446875	5.203977
0.2045	0.0425	5.203864
0.20475	0.0434375	5.20392
0.205	0.0440625	5.204122
0.20525	0.0446875	5.204435
0.2055	0.0490625	5.204806
0.20575	0.0471875	5.205179
0.206	0.046875	5.20556
0.20625	0.0503125	5.20594
0.2065	0.05	5.206308
0.20675	0.050625	5.206682
0.207	0.0509375	5.207071
0.20725	0.0528125	5.207487
0.2075	0.0528125	5.207932
0.20775	0.05125	5.208398
0.208	0.0525	5.208899
0.20825	0.0515625	5.209442
0.2085	0.0490625	5.210044
0.20875	0.0525	5.210695
0.209	0.053125	5.211352
0.20925	0.055	5.211987
0.2095	0.0559375	5.21257
0.20975	0.05625	5.213097
0.21	0.0578125	5.21357
0.21025	0.058125	5.213975
0.2105	0.06125	5.214319
0.21075	0.06	5.214581
0.211	0.0590625	5.214774
0.21125	0.0615625	5.214905
0.2115	0.06375	5.214953
0.21175	0.0615625	5.214913
0.212	0.060625	5.214799
0.21225	0.0609375	5.214611
0.2125	0.06125	5.214352
0.21275	0.0590625	5.214038
0.213	0.0584375	5.213708
0.21325	0.059375	5.21342
0.2135	0.059375	5.213207
0.21375	0.059375	5.213094
0.214	0.0596875	5.213116
0.21425	0.055	5.213291
0.2145	0.055625	5.213628
0.21475	0.0575	5.214081
0.215	0.0540625	5.214641
0.21525	0.0528125	5.215349
0.2155	0.0496875	5.216206
0.21575	0.0490625	5.217262
0.216	0.05	5.218546
0.21625	0.04625	5.220049
0.2165	0.04875	5.22177
0.21675	0.0490625	5.223654
0.217	0.046875	5.22567
0.21725	0.0453125	5.227778
0.2175	0.0434375	5.229964
0.21775	0.0440625	5.23224
0.218	0.044375	5.23457
0.21825	0.0440625	5.236935
0.2185	0.0459375	5.23933
0.21875	0.0415625	5.241735
0.219	0.0415625	5.244177
0.21925	0.04125	5.246652
0.2195	0.0390625	5.24916
0.21975	0.03875	5.251714
0.22	0.0390625	5.254303
0.22025	0.039375	5.256923
0.2205	0.0396875	5.259567
0.22075	0.0365625	5.262227
0.221	0.039375	5.264922
0.22125	0.0384375	5.267638
0.2215	0.0396875	5.270373
0.22175	0.0434375	5.273127
0.222	0.0428125	5.275879
0.22225	0.0440625	5.278645
0.2225	0.0471875	5.28142
0.22275	0.045	5.284185
0.223	0.045625	5.286953
0.22325	0.0465625	5.289706
0.2235	0.049375	5.29245
0.22375	0.0496875	5.295184
0.224	0.0509375	5.297913
0.22425	0.0546875	5.300633
0.2245	0.0559375	5.303314
0.22475	0.0546875	5.305944
0.225	0.0534375	5.30851
0.22525	0.0534375	5.311009
0.2255	0.0534375	5.313451
0.22575	0.0528125	5.315839
0.226	0.0525	5.318194
0.22625	0.055	5.320505
0.2265	0.05375	5.322754
0.22675	0.0528125	5.324954
0.227	0.0528125	5.327118
0.22725	0.05125	5.329269
0.2275	0.053125	5.331458
0.22775	0.0534375	5.333668
0.228	0.0503125	5.335872
0.22825	0.0515625	5.338052
0.2285	0.05375	5.340202
0.22875	0.05625	5.342343
0.229	0.0584375	5.34447
0.22925	0.059375	5.346568
0.2295	0.063125	5.348614
0.22975	0.0646875	5.350563
0.23	0.064375	5.352417
0.23025	0.06625	5.354181
0.2305	0.06375	5.35586
0.23075	0.06375	5.357539
0.231	0.0615625	5.359347
0.23125	0.06125	5.361458
0.2315	0.0628125	5.364003
0.23175	0.06	5.367014
0.232	0.0609375	5.370516
0.23225	0.0584375	5.374463
0.2325	0.0571875	5.378777
0.23275	0.05625	5.383371
0.233	0.0553125	5.388169
0.23325	0.0509375	5.393124
0.2335	0.0496875	5.398201
0.23375	0.0459375	5.403375
0.234	0.0453125	5.408648
0.23425	0.0425	5.413998
0.2345	0.041875	5.419426
0.23475	0.0428125	5.424923
0.235	0.041875	5.430481
0.23525	0.04375	5.436088
0.2355	0.0465625	5.441737
0.23575	0.0459375	5.44741
0.236	0.0446875	5.453109
0.23625	0.0434375	5.458831
0.2365	0.0415625	5.464587
0.23675	0.0409375	5.470374
0.237	0.0415625	5.476186
0.23725	0.04125	5.48203
0.2375	0.0396875	5.487908
0.23775	0.0384375	5.493825
0.238	0.0453125	5.49979
0.23825	0.0453125	5.505771
0.2385	0.0434375	5.511778
0.23875	0.0378125	5.517815
0.239	0.0328125	5.523914
0.23925	0.0340625	5.530098
0.2395	0.0371875	5.536361
0.23975	0.045625	5.542711
0.24	0.0534375	5.549119
0.24025	0.0553125	5.555557
0.2405	0.0584375	5.56203
0.24075	0.0578125	5.568525
0.241	0.05625	5.575063
0.24125	0.0553125	5.58167
0.2415	0.0546875	5.588369
0.24175	0.05375	5.595191
0.242	0.0546875	5.602174
0.24225	0.055625	5.609338
0.2425	0.056875	5.616657
0.24275	0.056875	5.624064
0.243	0.0596875	5.63153
